EC number	KO
2.1.1.354	K06101
3.2.1.99	K06113
3.1.3.21	K06116
3.13.1.1	K06118
4.2.1.30	K06120
1.1.1.101	K06123
3.1.3.75	K06124
1.3.3.11	K06137
1.21.98.4	K06139
1.1.99.3	K06151
3.6.1.63	K06162
4.7.1.1	K06163
3.1.4.55	K06167
2.8.4.3	K06168
1.14.99.69	K06169
5.4.99.12	K06173
5.4.99.26	K06175
5.4.99.27	K06176
5.4.99.28	K06177
5.4.99.29	K06177
5.4.99.22	K06178
5.4.99.24	K06179
5.4.99.23	K06180
5.4.99.20	K06181
5.4.99.21	K06182
5.4.99.19	K06183
2.7.1.22	K06211
4.3.3.6	K06215
1.1.1.346	K06221
1.12.99.6	K06281
1.16.3.3	K06324
3.4.21.116	K06399
2.1.1.226	K06442
2.1.1.227	K06442
5.5.1.19	K06443
5.5.1.18	K06444
1.2.1.71	K06447
5.3.99.11	K06606
2.4.1.67	K06611
2.4.1.82	K06617
2.7.11.21	K06631
3.4.24.81	K06704
1.14.11.66	K06709
1.14.11.69	K06709
2.3.1.178	K06718
4.2.1.108	K06720
5.4.99.62	K06726
7.3.2.6	K06857
7.5.2.5	K06861
6.3.4.23	K06863
4.4.1.37	K06864
2.5.1.73	K06868
4.1.99.13	K06876
1.7.1.13	K06879
3.1.13.3	K06881
1.14.11.61	K06892
3.1.3.90	K06896
2.5.1.105	K06897
2.5.1.143	K06898
1.13.11.24	K06911
6.3.4.24	K06914
2.9.1.3	K06917
6.3.4.20	K06920
6.3.1.14	K06927
6.3.4.22	K06932
1.21.98.5	K06937
2.1.1.192	K06941
3.1.3.100	K06949
3.1.3.89	K06952
2.3.1.193	K06957
3.2.2.10	K06966
2.1.1.217	K06967
2.1.1.186	K06968
2.1.1.191	K06969
2.1.1.181	K06970
2.7.4.26	K06981
2.7.1.169	K06982
2.4.2.54	K06984
1.5.1.40	K06988
1.4.1.21	K06989
5.3.3.17	K06998
1.3.1.114	K07007
3.5.1.118	K07008
6.3.5.13	K07009
3.1.3.24	K07024
3.1.3.70	K07026
2.7.2.18	K07030
2.7.1.168	K07031
3.1.1.120	K07046
3.5.1.91	K07047
3.1.3.97	K07053
2.5.1.114	K07055
2.1.1.198	K07056
2.5.1.128	K07057
2.7.7.85	K07067
2.5.1.131	K07072
2.7.1.221	K07102
4.2.1.126	K07106
2.1.1.266	K07115
3.5.1.97	K07116
1.3.1.48	K07119
3.5.2.17	K07127
2.7.7.76	K07141
2.7.4.31	K07144
1.14.99.48	K07145
2.4.99.18	K07151
4.4.1.21	K07173
3.1.4.52	K07181
3.1.1.79	K07188
3.1.1.108	K07214
1.14.99.58	K07215
1.16.1.9	K07229
4.3.2.7	K07232
1.1.1.93	K07246
4.1.1.73	K07246
1.1.1.83	K07246
1.2.1.22	K07248
1.2.1.21	K07248
1.2.1.36	K07249
2.6.1.22	K07250
2.6.1.48	K07250
2.7.1.89	K07251
3.6.1.43	K07252
5.3.2.1	K07253
2.1.1.206	K07254
3.4.17.14	K07260
2.4.2.43	K07264
2.7.7.74	K07281
3.4.22.70	K07284
2.7.8.34	K07291
1.3.99.16	K07302
1.8.4.11	K07304
1.8.4.12	K07305
1.8.5.3	K07306
1.97.1.9	K07309
2.1.1.298	K07320
2.7.11.12	K07376
1.14.14.51	K07381
1.14.14.52	K07382
4.2.3.119	K07384
4.2.3.120	K07384
4.2.3.108	K07385
1.8.5.7	K07393
1.14.14.73	K07418
1.14.14.74	K07418
1.14.14.75	K07418
1.14.14.24	K07419
1.14.14.80	K07422
1.14.14.79	K07427
1.14.14.29	K07430
1.14.14.139	K07431
2.4.1.141	K07432
1.14.15.5	K07433
1.14.14.14	K07434
1.14.15.16	K07436
1.14.15.18	K07438
1.14.14.26	K07439
1.14.14.25	K07440
2.1.1.219	K07442
2.1.1.220	K07442
2.1.1.213	K07446
3.1.12.1	K07464
1.2.99.7	K07469
1.3.1.38	K07512
1.1.1.211	K07515
3.1.1.22	K07518
4.2.1.100	K07537
1.1.1.368	K07538
3.7.1.21	K07539
4.1.99.11	K07540
2.8.3.15	K07543
1.3.8.3	K07545
4.2.1.180	K07546
1.1.1.429	K07547
2.3.1.310	K07549
2.4.1.274	K07553
2.6.1.97	K07557
3.1.1.96	K07560
2.5.1.108	K07561
2.7.7.87	K07566
2.4.99.17	K07568
6.1.1.27	K07587
5.1.99.7	K07589
2.7.1.161	K07732
2.3.1.311	K07739
3.4.23.45	K07747
1.1.1.170	K07748
2.8.3.16	K07749
1.14.18.9	K07750
3.4.11.23	K07751
3.4.17.22	K07752
1.21.99.3	K07754
2.1.1.137	K07755
2.7.4.21	K07756
3.1.3.74	K07758
3.2.1.143	K07759
3.4.24.79	K07762
3.4.24.80	K07763
3.4.24.82	K07764
3.4.24.85	K07765
3.6.1.52	K07766
5.6.1.1	K07767
2.6.1.87	K07806
2.8.2.29	K07808
2.8.2.30	K07809
1.7.2.3	K07811
2.4.1.86	K07819
1.14.14.92	K07824
3.2.1.166	K07964
2.4.1.90	K07966
2.4.1.38	K07966
2.4.1.275	K07969
2.4.1.146	K07970
3.4.23.52	K07991
3.2.1.183	K08068
3.5.1.92	K08069
1.3.1.74	K08070
1.10.5.1	K08071
3.1.3.32	K08073
2.7.1.78	K08073
3.4.24.21	K08076
3.6.1.45	K08077
4.3.3.8	K08079
1.14.18.2	K08080
1.1.1.206	K08081
1.1.1.130	K08092
4.1.2.43	K08093
5.3.1.27	K08094
3.1.1.74	K08095
3.5.4.29	K08096
4.4.1.19	K08097
3.1.1.14	K08099
1.3.3.5	K08100
1.3.7.4	K08101
2.8.2.35	K08105
2.8.2.33	K08106
1.14.11.7	K08134
1.6.5.4	K08232
3.1.1.78	K08233
2.4.1.207	K08235
2.4.1.210	K08236
2.4.1.218	K08237
2.4.2.39	K08238
2.7.8.17	K08239
2.7.11.7	K08240
2.1.1.141	K08241
2.1.1.143	K08242
2.7.9.4	K08244
3.4.23.40	K08245
5.5.1.9	K08246
2.1.1.12	K08247
4.1.2.10	K08248
4.1.2.11	K08249
3.2.1.59	K08254
1.8.1.14	K08255
2.4.1.345	K08256
3.2.1.101	K08257
3.4.22.48	K08258
3.4.24.75	K08259
3.5.1.90	K08260
1.1.99.21	K08261
1.14.19.39	K08262
1.8.98.1	K08264
2.7.12.1	K08287
6.3.1.21	K08289
2.7.11.8	K08290
2.7.11.16	K08291
2.7.11.20	K08292
6.2.1.32	K08295
1.3.8.13	K08297
2.8.3.21	K08298
4.2.1.149	K08299
3.1.26.12	K08300
3.6.1.67	K08310
3.4.23.51	K08315
2.1.1.171	K08316
1.1.1.373	K08318
1.1.1.411	K08319
3.6.1.65	K08320
2.3.1.245	K08321
1.1.1.380	K08322
1.17.5.3	K08348
1.8.5.5	K08352
1.20.2.1	K08355
1.20.9.1	K08355
7.2.1.3	K08360
2.7.3.9	K08483
3.4.23.48	K08566
3.4.18.1	K08568
3.4.22.35	K08570
3.4.22.51	K08571
3.4.22.54	K08573
3.4.22.8	K08587
3.4.22.37	K08589
3.5.1.111	K08590
2.3.1.275	K08591
3.4.22.71	K08600
3.4.24.27	K08603
3.4.24.25	K08604
3.4.24.30	K08605
3.4.24.63	K08606
3.4.24.14	K08618
3.4.24.87	K08627
3.4.13.22	K08641
3.4.24.68	K08644
3.4.24.83	K08645
3.4.24.20	K08646
3.4.21.118	K08650
3.4.21.66	K08651
3.4.21.110	K08652
3.4.21.112	K08653
3.4.13.18	K08660
3.4.21.106	K08665
3.4.21.117	K08668
3.4.21.108	K08669
3.4.21.109	K08670
4.1.1.35	K08678
5.1.3.6	K08679
4.2.99.20	K08680
3.1.4.14	K08682
1.1.1.178	K08683
1.4.9.1	K08685
1.14.12.13	K08686
3.5.1.59	K08687
3.5.3.3	K08688
1.14.12.18	K08689
1.3.1.56	K08690
4.1.3.24	K08691
4.1.3.25	K08691
6.2.1.9	K08692
1.3.1.77	K08695
3.5.4.42	K08710
3.1.4.35	K08718
3.3.2.10	K08726
3.1.3.76	K08726
2.4.2.6	K08728
2.7.8.29	K08730
2.7.8.41	K08744
6.2.1.7	K08748
2.3.1.176	K08764
2.3.1.21	K08765
3.4.11.14	K08776
3.4.17.1	K08779
4.2.2.20	K08961
4.2.2.21	K08961
5.3.1.23	K08963
4.2.1.109	K08964
5.3.2.5	K08965
3.1.3.87	K08966
1.13.11.53	K08967
1.13.11.54	K08967
1.8.4.14	K08968
2.6.1.117	K08969
4.2.1.161	K08977
2.7.1.170	K09001
2.3.3.21	K09011
1.14.99.46	K09018
3.5.1.110	K09020
3.5.99.10	K09022
2.1.3.9	K09065
4.99.1.12	K09121
4.2.1.171	K09123
2.5.1.63	K09134
1.13.11.49	K09162
2.6.1.82	K09251
3.1.1.73	K09252
2.3.1.179	K09458
4.1.1.82	K09459
1.14.13.40	K09461
3.4.21.119	K09462
6.3.1.11	K09470
1.2.1.99	K09472
3.5.1.94	K09473
1.3.8.5	K09478
1.3.8.9	K09479
2.4.1.241	K09480
4.2.1.118	K09483
1.1.1.24	K09484
3.6.4.10	K09490
1.3.99.23	K09516
1.14.14.178	K09587
1.14.19.79	K09588
1.14.14.179	K09590
1.3.1.22	K09591
1.14.11.29	K09592
3.4.21.122	K09633
2.4.1.313	K09654
2.4.1.244	K09656
2.4.1.255	K09667
7.6.2.12	K09689
7.5.2.4	K09693
7.2.2.4	K09697
6.1.1.24	K09698
2.3.1.168	K09699
3.4.17.23	K09708
4.2.1.153	K09709
6.3.2.36	K09722
4.2.3.153	K09733
2.7.1.237	K09735
1.2.1.44	K09753
1.14.14.96	K09754
2.3.1.91	K09756
2.3.1.92	K09757
4.1.1.12	K09758
6.1.1.23	K09759
2.1.1.193	K09761
1.17.99.6	K09765
2.7.4.28	K09773
2.7.11.33	K09773
2.7.8.12	K09809
7.2.2.20	K09817
1.1.1.270	K09827
1.3.1.72	K09828
1.14.19.41	K09831
2.5.1.115	K09833
2.5.1.116	K09833
5.5.1.24	K09834
5.2.1.13	K09835
1.14.99.63	K09836
1.14.99.64	K09836
1.14.14.158	K09837
1.14.15.21	K09838
1.23.5.1	K09839
1.13.11.51	K09840
1.1.1.288	K09841
1.2.3.14	K09842
1.14.14.137	K09843
4.2.1.131	K09844
1.3.99.27	K09845
2.1.1.210	K09846
1.14.15.9	K09847
1.3.99.39	K09879
1.3.99.40	K09879
3.1.3.77	K09880
2.7.1.94	K09881
3.5.4.30	K09887
3.5.1.135	K09900
2.7.4.22	K09903
5.3.1.15	K09988
2.3.1.280	K09994
2.1.2.13	K10011
1.1.1.305	K10011
2.4.2.53	K10012
4.3.99.3	K10026
1.3.99.26	K10027
1.3.99.28	K10027
1.3.99.29	K10027
1.3.99.31	K10027
4.1.1.84	K10028
5.1.3.18	K10046
3.1.3.93	K10047
4.1.1.90	K10106
2.5.1.65	K10150
4.2.3.37	K10156
4.2.3.22	K10187
4.2.3.75	K10187
4.1.99.16	K10187
2.3.1.199	K10203
2.6.1.83	K10206
1.1.1.64	K10207
2.5.1.96	K10208
1.3.8.2	K10209
1.14.99.44	K10210
3.2.2.8	K10213
1.17.99.3	K10214
3.7.1.9	K10216
1.2.1.32	K10217
1.2.1.85	K10217
4.1.3.17	K10218
1.1.1.312	K10219
4.2.1.83	K10220
3.1.1.57	K10221
3.7.1.8	K10222
1.14.99.38	K10223
1.14.19.44	K10224
2.4.1.230	K10231
1.1.1.330	K10251
1.13.11.71	K10252
4.2.1.53	K10254
1.14.19.23	K10255
1.14.19.45	K10255
1.14.19.6	K10256
1.14.19.22	K10256
1.14.19.25	K10257
1.14.19.35	K10257
1.14.19.36	K10257
1.3.1.93	K10258
1.14.11.27	K10276
1.14.11.73	K10277
1.14.14.54	K10437
1.14.13.63	K10438
7.5.2.7	K10441
2.7.1.173	K10524
5.3.99.6	K10525
1.13.11.92	K10529
1.1.3.2	K10530
1.14.13.195	K10531
1.14.13.196	K10531
2.3.1.78	K10532
3.3.2.8	K10533
1.7.1.1	K10534
1.7.1.2	K10534
1.7.1.3	K10534
1.7.2.6	K10535
3.5.3.12	K10536
7.5.2.12	K10539
7.5.2.11	K10542
7.5.2.10	K10545
7.5.2.8	K10551
3.2.2.23	K10563
4.8.1.4	K10566
2.7.1.158	K10572
2.3.2.34	K10579
2.3.2.24	K10581
1.14.15.25	K10616
1.14.12.25	K10619
1.3.1.58	K10620
1.13.11.14	K10621
2.3.2.36	K10636
2.7.1.160	K10669
1.21.4.2	K10670
1.21.4.3	K10670
1.21.4.4	K10670
2.7.1.87	K10673
1.14.11.55	K10674
4.2.1.66	K10675
1.14.13.20	K10676
4.2.2.17	K10677
6.2.1.64	K10686
2.3.2.25	K10688
2.3.2.33	K10693
1.17.99.2	K10700
6.4.1.8	K10701
3.7.1.25	K10702
4.2.1.134	K10703
5.1.3.41	K10709
2.7.1.218	K10710
1.13.11.19	K10712
4.2.1.147	K10713
2.1.1.325	K10718
1.14.99.22	K10723
1.1.3.16	K10724
6.5.1.6	K10747
6.5.1.7	K10747
2.4.1.91	K10757
1.8.3.2	K10758
3.1.1.20	K10759
2.5.1.27	K10760
2.5.1.112	K10760
2.7.7.79	K10761
1.14.11.51	K10765
1.14.11.53	K10767
2.1.1.229	K10770
4.3.1.23	K10774
4.3.1.24	K10775
1.3.1.104	K10780
3.1.2.14	K10781
1.11.2.2	K10789
1.21.4.1	K10793
1.3.1.31	K10797
5.3.99.10	K10810
2.5.1.2	K10811
1.4.99.5	K10814
2.3.1.94	K10817
7.5.2.9	K10820
7.4.2.2	K10822
7.2.2.11	K10824
7.2.2.16	K10829
7.2.2.5	K10830
7.6.2.7	K10831
2.7.1.164	K10837
2.3.1.164	K10852
6.4.1.6	K10854
1.14.11.54	K10860
3.6.1.70	K10863
3.6.1.71	K10863
3.6.1.72	K10863
1.14.18.3	K10944
1.14.99.39	K10944
1.3.1.83	K10960
1.3.1.111	K10960
3.5.4.38	K10989
7.6.2.11	K11072
7.6.2.16	K11076
7.5.2.6	K11085
2.3.1.286	K11121
1.1.1.300	K11146
2.3.1.76	K11155
3.1.1.64	K11158
5.3.3.22	K11158
1.1.99.24	K11173
1.8.99.5	K11180
1.4.3.22	K11182
1.11.1.27	K11188
2.7.1.192	K11192
2.7.1.195	K11200
3.5.1.128	K11206
2.7.1.166	K11211
2.7.8.28	K11212
2.7.1.14	K11214
2.7.1.189	K11216
1.3.7.14	K11333
1.3.7.15	K11333
4.2.1.165	K11336
1.1.1.396	K11337
1.2.7.6	K11389
2.1.1.174	K11391
2.1.1.178	K11392
2.1.1.346	K11393
1.5.5.3	K11394
4.1.2.55	K11395
2.1.1.355	K11419
2.1.1.366	K11421
2.1.1.359	K11423
2.1.1.357	K11424
2.1.1.370	K11425
2.1.1.371	K11425
2.1.1.360	K11427
2.1.1.361	K11428
2.1.1.362	K11429
2.1.1.356	K11430
2.1.1.364	K11431
2.1.1.321	K11438
2.7.1.13	K11441
1.14.11.67	K11446
1.14.11.68	K11447
1.14.99.66	K11450
1.1.3.15	K11517
5.3.1.32	K11530
2.3.1.301	K11608
2.3.1.293	K11609
2.3.1.294	K11609
1.3.1.118	K11611
6.1.1.26	K11627
2.3.1.111	K11628
1.4.1.24	K11646
2.3.2.16	K11693
2.3.2.17	K11694
2.3.2.18	K11695
2.4.1.50	K11703
6.3.2.12	K11754
2.5.1.87	K11778
2.5.1.147	K11779
4.3.1.32	K11779
4.2.1.151	K11782
3.2.2.26	K11783
1.21.98.1	K11784
2.7.1.106	K11809
1.14.14.156	K11812
1.14.13.168	K11816
1.2.3.7	K11817
1.14.14.45	K11818
2.4.1.195	K11820
2.8.2.24	K11821
2.8.2.14	K11822
4.8.1.3	K11868
5.4.99.13	K11942
1.13.11.38	K11948
4.1.2.34	K11949
3.5.4.33	K11991
3.1.2.27	K11992
2.7.7.80	K11996
2.8.1.11	K11996
3.1.2.28	K12073
1.14.14.40	K12153
1.14.14.42	K12154
1.14.14.43	K12156
7.2.4.8	K12203
6.3.2.31	K12234
6.3.2.34	K12234
5.1.1.18	K12235
6.2.1.61	K12238
6.2.1.69	K12239
2.4.1.229	K12244
4.2.3.6	K12249
4.2.3.7	K12250
3.5.1.53	K12251
2.6.1.84	K12252
4.1.1.75	K12253
1.2.1.54	K12254
3.5.3.7	K12255
2.6.1.113	K12256
1.5.3.16	K12259
1.8.98.2	K12260
4.1.2.63	K12261
1.10.3.17	K12262
2.1.1.264	K12297
2.1.1.173	K12297
2.4.1.298	K12338
2.5.1.144	K12339
1.3.1.94	K12345
2.4.1.111	K12356
4.2.1.107	K12405
4.2.1.119	K12405
1.1.1.181	K12408
1.14.19.31	K12418
6.2.1.50	K12424
6.2.1.57	K12425
6.2.1.59	K12426
6.2.1.49	K12427
2.3.1.261	K12430
2.3.1.287	K12431
2.3.1.252	K12432
2.3.1.295	K12436
2.3.1.292	K12440
2.7.1.46	K12446
2.7.7.64	K12447
5.1.3.5	K12448
4.2.1.76	K12450
1.1.1.342	K12453
5.1.3.10	K12454
1.1.1.341	K12455
1.1.1.275	K12466
4.2.3.15	K12467
2.5.1.117	K12501
2.1.1.295	K12502
2.5.1.68	K12503
2.5.1.91	K12504
6.2.1.34	K12508
2.4.1.325	K12582
3.6.1.59	K12584
3.6.1.62	K12613
2.1.1.38	K12635
1.14.14.147	K12637
1.14.14.180	K12640
2.1.1.111	K12643
2.3.1.159	K12644
1.14.15.39	K12645
4.2.3.47	K12645
5.1.1.8	K12658
4.1.2.53	K12660
4.2.1.90	K12661
5.3.3.21	K12663
2.5.1.66	K12673
6.3.3.4	K12674
1.14.11.21	K12675
3.5.3.22	K12676
1.14.11.11	K12692
1.14.20.13	K12692
3.2.1.105	K12693
2.3.1.160	K12694
3.2.1.125	K12695
2.4.1.219	K12695
1.14.14.103	K12696
1.14.11.20	K12697
2.3.1.107	K12698
2.1.1.284	K12705
2.5.1.111	K12707
1.13.11.83	K12708
1.13.12.23	K12708
6.3.1.15	K12709
2.4.1.302	K12711
2.1.1.285	K12712
2.1.3.12	K12713
6.2.1.53	K12719
1.3.8.14	K12721
2.1.1.158	K12729
2.1.1.159	K12730
2.1.1.160	K12731
4.2.3.27	K12742
6.3.2.26	K12743
1.14.20.1	K12744
1.14.11.26	K12745
2.3.1.175	K12747
3.5.1.93	K12748
2.1.1.308	K12902
1.11.1.23	K12903
1.1.1.309	K12904
1.13.11.72	K12905
2.7.7.93	K12908
2.7.8.23	K12909
2.3.3.18	K12910
6.2.1.67	K12912
2.1.1.326	K12914
4.2.3.17	K12921
1.14.14.106	K12922
2.3.1.162	K12923
1.14.14.105	K12924
2.3.1.166	K12925
2.3.1.167	K12926
4.2.3.18	K12927
4.2.3.132	K12927
5.5.1.12	K12927
4.2.3.42	K12928
5.5.1.14	K12928
4.2.3.8	K12929
2.4.1.115	K12930
2.3.1.171	K12931
2.4.1.297	K12933
2.3.1.172	K12934
2.3.1.214	K12935
2.3.1.153	K12936
2.4.1.254	K12937
2.4.1.238	K12939
7.2.2.22	K12950
7.2.2.8	K12956
1.1.1.183	K12957
3.5.4.31	K12960
3.5.4.28	K12960
3.5.4.37	K12968
2.3.1.251	K12973
2.3.1.242	K12974
2.7.8.42	K12975
2.4.1.377	K12992
2.4.1.371	K12993
2.4.1.349	K12994
2.4.1.348	K12995
2.4.1.60	K13005
2.6.1.102	K13010
1.1.1.335	K13016
2.6.1.98	K13017
2.3.1.201	K13018
5.1.3.23	K13019
2.7.4.24	K13024
1.14.14.36	K13027
4.8.1.2	K13028
1.14.14.37	K13029
2.4.1.85	K13030
3.2.1.117	K13031
3.2.1.118	K13032
4.1.2.47	K13033
4.4.1.9	K13034
3.5.5.4	K13035
4.2.1.65	K13035
6.3.2.49	K13037
6.3.2.5	K13038
2.1.1.161	K13042
2.1.3.11	K13043
3.4.19.5	K13051
2.4.1.245	K13057
2.4.1.246	K13058
2.7.1.162	K13059
2.3.1.184	K13060
2.6.1.86	K13063
4.3.1.25	K13064
2.3.1.133	K13065
2.1.1.68	K13066
2.4.1.120	K13068
1.1.1.295	K13070
1.14.15.17	K13071
1.14.19.69	K13074
3.1.1.81	K13075
1.14.19.18	K13076
1.14.20.5	K13077
1.21.3.6	K13079
2.4.1.236	K13080
1.17.1.3	K13081
1.1.1.234	K13082
1.14.14.81	K13083
3.1.3.78	K13084
3.1.3.79	K13086
1.14.11.80	K13097
4.1.2.8	K13222
1.14.14.153	K13223
1.14.14.157	K13224
1.14.14.109	K13225
1.14.14.110	K13226
2.4.1.202	K13227
1.14.11.59	K13229
2.1.1.241	K13230
2.3.1.146	K13231
2.3.1.95	K13232
2.3.1.218	K13233
2.3.1.217	K13234
1.3.1.124	K13236
1.14.13.39	K13240
1.1.1.45	K13247
2.1.3.6	K13252
1.14.14.87	K13257
4.2.1.105	K13258
2.1.1.212	K13259
2.1.1.46	K13259
1.14.14.90	K13260
1.14.14.89	K13260
1.14.14.93	K13261
2.1.1.150	K13262
2.4.1.170	K13263
2.3.1.115	K13264
1.1.1.348	K13265
2.4.1.234	K13269
2.8.2.25	K13270
2.8.2.27	K13271
2.1.1.267	K13272
3.4.15.6	K13282
3.4.16.5	K13289
2.7.7.52	K13291
2.5.1.145	K13292
1.1.1.266	K13306
2.1.1.235	K13307
2.6.1.33	K13308
4.3.1.30	K13309
2.6.1.106	K13310
2.1.1.234	K13311
5.1.3.27	K13312
1.1.1.364	K13313
2.1.1.239	K13320
1.1.1.384	K13327
4.2.1.164	K13328
2.6.1.110	K13329
2.1.1.324	K13330
1.2.1.84	K13356
1.5.3.14	K13366
1.5.3.17	K13367
1.1.1.239	K13368
1.1.1.105	K13369
1.4.9.2	K13371
5.4.99.30	K13379
4.2.1.78	K13382
2.1.1.128	K13383
2.1.1.115	K13384
2.1.1.140	K13384
1.14.14.102	K13385
2.1.1.116	K13386
1.14.19.66	K13387
1.14.19.51	K13389
2.1.1.291	K13390
1.14.19.67	K13391
1.1.1.248	K13392
2.3.1.150	K13393
1.1.1.247	K13394
1.14.19.64	K13395
1.14.19.68	K13395
1.14.19.73	K13395
2.1.1.122	K13396
2.1.1.117	K13397
2.1.1.118	K13398
1.14.19.62	K13400
1.14.14.38	K13401
1.14.14.162	K13406
1.6.3.1	K13411
1.8.3.7	K13444
4.1.1.97	K13484
2.4.1.203	K13492
2.4.2.40	K13494
2.4.1.215	K13495
2.3.1.198	K13508
2.3.1.23	K13510
2.3.1.67	K13510
3.1.1.82	K13544
1.3.7.12	K13545
4.2.3.124	K13546
2.6.1.100	K13547
2.6.1.101	K13547
1.1.1.329	K13548
1.1.99.38	K13549
2.4.1.283	K13550
2.4.1.284	K13550
3.5.1.112	K13551
1.1.3.43	K13552
2.6.1.93	K13553
2.4.2.49	K13554
3.1.3.88	K13555
2.4.1.285	K13556
6.2.1.39	K13559
4.1.1.95	K13560
1.14.14.13	K13561
2.3.2.19	K13563
4.3.2.6	K13564
2.5.1.93	K13565
3.5.1.3	K13566
6.3.1.19	K13571
1.1.1.237	K13574
1.14.13.122	K13600
2.1.1.332	K13601
2.1.1.331	K13602
4.2.1.169	K13603
2.1.1.333	K13604
1.1.1.294	K13606
2.8.3.17	K13607
1.14.13.101	K13608
1.5.1.21	K13609
2.3.1.93	K13610
3.1.1.89	K13617
3.1.1.111	K13618
3.1.1.118	K13619
2.4.1.66	K13646
2.4.1.43	K13648
2.4.1.252	K13657
2.4.1.251	K13658
2.4.1.264	K13659
2.4.1.376	K13667
2.4.2.63	K13667
2.4.1.346	K13668
2.4.2.42	K13676
2.4.1.208	K13677
2.4.1.242	K13679
2.4.1.32	K13680
2.4.2.46	K13686
2.4.1.121	K13692
2.4.1.266	K13693
3.1.1.93	K13702
3.5.1.60	K13720
4.1.1.86	K13745
1.5.1.43	K13746
4.1.1.96	K13747
2.4.1.201	K13748
6.4.1.5	K13777
4.2.1.57	K13779
2.7.4.14	K13800
3.1.1.116	K13806
1.1.1.376	K13873
3.1.1.15	K13874
4.2.1.25	K13875
4.2.1.43	K13876
1.2.1.26	K13877
1.2.1.87	K13922
2.3.1.222	K13923
2.3.1.187	K13929
4.1.1.87	K13932
2.7.7.66	K13934
1.5.1.50	K13938
1.12.98.2	K13942
1.1.1.263	K13981
3.1.4.54	K13985
2.7.7.96	K13987
3.5.1.107	K13995
1.1.2.7	K14028
4.2.3.28	K14036
4.2.3.29	K14037
4.2.3.99	K14037
4.2.3.30	K14038
1.14.14.176	K14039
1.14.14.145	K14040
4.2.3.32	K14041
4.2.3.44	K14042
4.2.3.33	K14044
4.2.3.34	K14045
4.2.3.35	K14046
4.2.3.43	K14047
1.12.98.3	K14068
2.1.1.246	K14080
2.1.1.377	K14080
2.1.1.247	K14082
2.1.1.250	K14083
1.2.1.31	K14085
2.5.1.34	K14130
2.5.1.80	K14131
2.5.1.106	K14132
2.5.1.110	K14134
2.5.1.100	K14135
2.4.2.45	K14136
1.5.1.8	K14157
1.5.1.9	K14157
4.2.3.46	K14173
4.2.3.81	K14174
4.2.3.48	K14175
4.2.3.39	K14176
4.2.3.38	K14177
4.2.3.24	K14178
4.2.3.23	K14179
4.2.3.9	K14180
4.2.3.73	K14181
4.2.3.86	K14181
4.2.3.21	K14182
4.2.3.13	K14183
4.2.3.104	K14184
4.2.3.57	K14184
4.2.3.58	K14185
4.2.3.80	K14185
4.2.3.56	K14186
2.7.7.69	K14190
2.1.1.183	K14191
2.3.2.3	K14205
2.5.1.86	K14215
2.7.7.84	K14216
1.14.13.232	K14252
1.14.13.233	K14252
2.1.1.335	K14255
1.14.13.38	K14256
