EC number	KO
1.14.13.234	K14256
1.14.19.49	K14257
4.2.1.141	K14259
1.14.19.9	K14266
2.6.1.80	K14271
2.6.1.4	K14272
3.1.1.110	K14274
4.2.1.82	K14275
4.2.3.2	K14286
2.6.1.88	K14287
2.3.1.64	K14329
1.2.1.80	K14330
4.1.99.5	K14331
4.1.1.46	K14333
5.5.1.5	K14334
2.1.1.188	K14336
1.14.15.35	K14366
2.4.1.328	K14367
2.4.1.278	K14368
2.1.1.254	K14369
1.14.13.154	K14370
6.5.1.8	K14415
6.2.1.33	K14417
3.8.1.7	K14418
1.14.18.10	K14423
1.14.18.11	K14424
2.8.4.4	K14441
1.3.1.85	K14446
5.4.99.63	K14447
1.3.8.12	K14448
4.2.1.148	K14449
3.1.2.30	K14451
2.3.1.22	K14456
6.2.1.40	K14466
1.2.1.75	K14468
1.1.1.298	K14468
1.3.1.84	K14469
4.2.1.116	K14469
6.2.1.36	K14469
5.4.1.3	K14470
2.8.3.22	K14471
1.14.14.11	K14481
6.3.2.52	K14506
1.2.1.4	K14519
1.14.13.84	K14520
4.2.1.120	K14534
5.3.3.3	K14534
2.1.1.260	K14568
4.1.2.46	K14577
1.14.12.12	K14579
1.14.12.23	K14579
1.14.12.24	K14579
1.18.1.7	K14581
1.3.1.29	K14582
1.3.1.60	K14582
1.13.11.56	K14583
5.99.1.4	K14584
4.1.2.45	K14585
1.16.3.4	K14588
2.1.1.57	K14589
2.1.1.296	K14590
5.3.99.8	K14593
5.3.99.9	K14594
2.4.1.263	K14595
2.4.1.276	K14596
1.16.1.6	K14618
2.5.1.151	K14618
3.5.1.102	K14653
1.1.1.302	K14654
3.5.1.121	K14662
3.5.1.14	K14677
1.1.1.243	K14730
3.1.1.83	K14731
1.1.1.144	K14732
1.14.13.107	K14733
1.1.1.311	K14746
6.3.2.11	K14755
2.1.1.310	K14835
2.1.1.287	K14850
2.1.1.205	K14864
1.14.14.127	K14937
1.14.14.128	K14937
1.14.19.21	K14938
6.3.2.32	K14940
2.7.7.68	K14941
2.7.7.105	K14941
1.14.13.114	K14974
1.14.11.32	K14975
1.14.11.31	K14976
3.5.3.26	K14977
1.14.14.39	K14984
1.2.1.76	K15017
2.1.1.258	K15023
1.1.99.31	K15054
1.7.1.16	K15057
1.13.11.74	K15059
1.13.11.76	K15059
2.1.1.341	K15066
3.5.99.5	K15067
4.2.3.25	K15086
4.2.3.26	K15087
4.2.3.16	K15088
1.14.14.99	K15089
1.1.1.223	K15090
1.3.1.82	K15091
1.3.1.81	K15092
1.14.14.143	K15093
1.1.1.207	K15094
1.1.1.208	K15095
4.2.3.20	K15096
4.2.3.10	K15097
5.5.1.8	K15098
1.14.14.83	K15099
1.3.1.78	K15226
6.2.1.18	K15232
1.13.11.66	K15240
1.21.4.5	K15241
1.5.1.37	K15245
1.14.14.173	K15246
2.1.1.311	K15264
5.4.99.43	K15265
2.3.1.221	K15316
2.3.1.165	K15320
2.1.1.202	K15334
2.1.1.203	K15335
2.1.1.204	K15336
3.5.1.106	K15357
3.5.2.18	K15358
1.14.13.163	K15359
2.6.1.55	K15372
1.1.1.313	K15373
1.21.99.1	K15393
2.1.1.200	K15396
2.3.1.188	K15400
2.1.1.214	K15430
2.3.1.253	K15431
3.5.4.34	K15440
2.1.1.221	K15445
2.1.1.225	K15446
2.1.1.211	K15447
4.1.3.44	K15449
2.1.1.282	K15450
2.1.1.290	K15451
2.3.1.231	K15451
5.4.99.44	K15452
5.4.99.42	K15453
2.1.1.223	K15460
2.1.1.61	K15461
2.1.1.315	K15467
1.14.14.151	K15472
2.1.1.168	K15508
1.1.1.308	K15509
1.1.98.2	K15510
1.14.13.208	K15511
4.1.2.44	K15513
1.2.1.77	K15514
1.2.1.81	K15515
2.3.1.192	K15517
2.3.1.189	K15520
2.4.1.250	K15521
2.7.1.171	K15522
2.7.1.172	K15523
3.5.1.103	K15525
6.3.1.13	K15526
2.5.1.76	K15527
3.5.1.99	K15528
3.1.3.84	K15529
3.1.1.86	K15530
3.2.1.156	K15531
3.2.1.172	K15532
2.4.1.211	K15533
2.4.1.247	K15534
2.7.9.5	K15535
1.14.16.5	K15537
3.2.1.130	K15538
7.6.2.14	K15555
2.1.1.218	K15566
7.3.2.4	K15578
1.11.2.4	K15629
2.7.7.78	K15630
2.8.1.9	K15631
2.1.1.224	K15632
5.4.2.12	K15633
6.2.1.46	K15646
2.3.2.28	K15647
2.7.7.71	K15669
6.2.1.74	K15670
1.1.1.146	K15680
1.11.1.20	K15717
1.13.11.58	K15718
3.2.1.169	K15719
1.11.1.19	K15733
1.1.5.13	K15736
1.14.11.64	K15737
6.1.2.1	K15739
6.3.2.33	K15740
2.3.3.17	K15741
5.2.1.12	K15744
1.3.99.30	K15745
1.14.15.24	K15746
3.2.1.175	K15748
1.14.12.22	K15751
3.7.1.13	K15756
1.14.15.26	K15757
1.14.13.236	K15760
1.14.12.14	K15766
3.5.4.44	K15783
3.5.1.125	K15784
4.2.3.49	K15793
3.1.7.6	K15793
4.2.3.55	K15794
4.2.3.40	K15795
4.2.3.59	K15796
5.5.1.17	K15797
4.2.3.50	K15798
4.2.3.53	K15798
4.2.3.54	K15798
4.2.3.69	K15799
4.2.3.78	K15799
4.2.3.79	K15799
1.14.14.95	K15800
4.2.3.71	K15801
4.2.3.60	K15802
4.2.3.61	K15804
1.14.14.149	K15805
4.2.3.76	K15806
4.2.3.70	K15807
4.2.3.87	K15807
4.2.3.93	K15807
4.2.3.67	K15809
5.4.99.37	K15810
5.4.99.32	K15811
5.4.99.33	K15812
5.4.99.39	K15813
1.14.14.134	K15814
5.4.99.40	K15815
5.4.99.41	K15815
4.2.1.128	K15816
4.2.1.125	K15817
5.4.99.34	K15818
5.4.99.35	K15819
5.4.99.36	K15820
5.4.99.31	K15821
5.4.99.38	K15822
4.2.1.124	K15823
2.6.1.78	K15849
2.6.1.79	K15849
3.2.1.165	K15855
1.1.1.281	K15856
2.8.4.5	K15865
5.3.3.18	K15866
1.1.1.395	K15869
1.3.1.115	K15870
2.8.3.25	K15871
4.2.1.106	K15872
1.3.1.116	K15873
1.7.1.14	K15877
2.5.1.92	K15887
2.5.1.89	K15888
1.1.1.216	K15890
1.1.1.354	K15891
2.7.1.216	K15892
4.2.1.115	K15894
2.6.1.92	K15895
2.3.1.202	K15896
3.6.1.57	K15897
2.5.1.97	K15898
2.7.7.81	K15899
1.14.15.32	K15907
2.6.1.34	K15910
2.5.1.153	K15911
4.2.1.135	K15912
2.3.1.203	K15913
2.4.1.290	K15914
2.7.8.36	K15915
2.7.1.31	K15918
3.2.1.199	K15922
3.2.1.136	K15924
1.13.12.22	K15941
2.1.1.288	K15942
5.5.1.26	K15943
5.5.1.23	K15943
1.1.1.362	K15944
2.4.1.326	K15946
2.4.1.327	K15948
1.1.3.45	K15949
1.3.3.14	K15949
1.14.13.180	K15950
2.1.1.292	K15954
1.14.13.181	K15955
3.1.1.95	K15957
4.2.1.154	K15968
1.13.12.21	K15969
1.14.13.200	K15972
1.14.15.29	K15981
1.14.15.30	K15982
2.1.1.242	K15984
7.2.3.1	K15987
2.4.1.316	K15989
1.14.15.34	K15991
2.4.1.317	K15993
2.4.1.318	K15994
2.1.1.102	K15995
2.1.1.101	K15996
2.3.1.240	K16000
2.3.1.239	K16000
2.4.1.277	K16004
1.14.15.33	K16006
4.2.1.144	K16016
2.7.1.179	K16018
2.1.1.240	K16040
1.1.1.370	K16043
1.1.1.371	K16044
1.14.15.28	K16046
1.14.14.12	K16047
1.13.11.25	K16049
3.7.1.17	K16050
1.3.99.5	K16051
1.1.1.381	K16066
4.2.3.103	K16082
1.14.14.76	K16083
1.14.14.112	K16084
1.14.14.123	K16084
1.14.14.111	K16085
3.1.7.10	K16086
6.2.1.70	K16126
2.7.1.175	K16146
2.4.99.16	K16147
2.4.1.342	K16148
1.14.13.25	K16157
3.7.1.20	K16165
1.3.99.32	K16173
2.1.1.248	K16176
2.1.1.249	K16178
5.4.99.58	K16180
6.3.2.59	K16181
1.16.99.1	K16183
4.2.3.130	K16188
2.7.1.43	K16190
5.4.99.52	K16204
5.4.99.54	K16204
5.4.99.56	K16205
5.4.99.57	K16206
5.4.99.53	K16207
2.4.1.281	K16212
5.1.3.11	K16213
2.7.1.176	K16214
2.1.1.243	K16215
1.1.1.320	K16216
2.1.1.255	K16217
4.2.3.118	K16218
2.1.1.244	K16219
1.14.13.244	K16242
1.14.13.243	K16242
1.14.14.41	K16265
1.3.1.19	K16269
1.3.1.119	K16269
2.2.1.11	K16305
2.2.1.10	K16306
2.1.1.257	K16317
2.1.1.256	K16318
2.7.1.83	K16328
4.2.1.70	K16329
2.7.1.174	K16368
1.13.11.46	K16421
1.1.3.46	K16422
2.6.1.103	K16423
2.3.1.246	K16424
1.13.11.80	K16427
4.2.1.159	K16435
2.4.1.311	K16440
2.4.1.322	K16443
2.4.1.310	K16444
5.3.2.8	K16514
6.3.2.61	K16582
6.3.2.62	K16583
1.14.14.46	K16593
2.4.2.47	K16647
2.4.1.287	K16649
2.4.1.288	K16650
2.7.1.177	K16651
1.1.1.333	K16652
1.1.98.3	K16653
2.3.1.225	K16675
2.3.1.210	K16704
4.2.1.114	K16792
2.3.1.296	K16813
1.14.13.113	K16839
5.1.99.3	K16841
1.1.1.310	K16843
1.1.1.338	K16844
4.4.1.24	K16845
3.6.1.64	K16855
2.1.1.265	K16868
2.3.1.204	K16869
2.4.1.289	K16870
2.6.1.96	K16871
2.3.1.207	K16872
1.1.3.47	K16873
6.2.1.31	K16876
1.3.99.8	K16877
1.14.14.8	K16901
1.5.1.45	K16902
2.6.1.99	K16903
3.6.1.12	K16904
1.14.11.79	K16914
3.5.4.35	K16930
3.5.4.36	K16932
2.8.2.3	K16949
1.13.11.55	K16952
4.4.1.3	K16953
2.1.1.251	K16954
1.8.2.4	K16964
1.14.13.131	K16967
1.14.13.111	K16968
1.97.1.1	K17050
2.1.1.268	K17053
1.1.1.318	K17055
1.1.1.319	K17056
2.1.1.146	K17057
2.1.1.279	K17059
1.1.1.272	K17064
1.1.3.13	K17066
1.2.98.1	K17067
1.1.99.37	K17067
4.5.1.3	K17070
3.5.1.113	K17078
2.2.1.3	K17100
2.5.1.41	K17104
2.5.1.42	K17105
2.4.1.300	K17192
2.4.2.51	K17193
2.4.1.299	K17194
2.3.1.219	K17211
2.3.1.211	K17212
2.5.1.134	K17216
4.4.1.2	K17217
1.8.5.4	K17218
2.8.5.2	K17222
3.1.6.20	K17224
1.14.14.35	K17228
1.8.2.3	K17229
1.21.1.1	K17231
2.4.1.291	K17248
2.4.1.292	K17249
2.4.1.293	K17250
2.4.99.19	K17251
1.8.3.4	K17285
1.3.99.33	K17363
1.5.1.47	K17364
2.7.1.203	K17464
4.3.1.29	K17468
1.14.15.13	K17474
1.14.14.118	K17475
1.14.19.8	K17476
1.14.19.70	K17483
2.3.2.21	K17484
2.3.2.22	K17485
2.1.1.269	K17486
3.1.4.56	K17487
3.5.4.39	K17488
2.7.1.183	K17547
3.1.3.96	K17623
3.2.1.97	K17624
1.13.12.20	K17643
1.1.1.349	K17644
1.14.14.116	K17645
4.2.1.142	K17646
4.2.1.143	K17646
1.1.1.353	K17647
3.1.1.94	K17648
2.1.1.109	K17649
2.1.1.110	K17650
1.14.14.117	K17651
1.1.1.352	K17652
1.14.13.32	K17689
1.14.14.55	K17689
1.14.14.56	K17689
1.14.14.57	K17689
1.14.14.53	K17719
1.3.1.1	K17722
4.1.1.6	K17724
1.13.11.18	K17725
1.14.14.78	K17726
1.14.14.94	K17726
1.14.14.177	K17731
1.1.1.108	K17735
1.1.1.250	K17738
1.1.1.252	K17739
4.2.1.94	K17740
1.1.1.283	K17741
1.1.1.289	K17742
1.1.1.307	K17743
1.1.1.430	K17743
1.1.1.431	K17743
1.1.1.316	K17744
1.1.1.325	K17745
1.1.1.332	K17746
1.1.1.340	K17747
1.1.1.286	K17753
1.1.1.163	K17754
1.1.3.17	K17755
1.1.3.20	K17756
4.2.1.93	K17757
4.2.1.136	K17758
5.1.99.6	K17759
1.1.9.1	K17760
6.3.1.12	K17810
5.5.1.16	K17811
3.6.1.56	K17816
1.1.1.287	K17818
1.2.1.82	K17819
1.14.11.38	K17825
1.14.14.119	K17826
1.14.19.71	K17827
1.3.1.14	K17828
1.3.1.86	K17829
1.3.1.101	K17830
1.3.7.11	K17830
1.4.3.20	K17831
1.2.1.86	K17832
1.5.3.18	K17833
2.7.7.86	K17834
4.1.99.20	K17835
2.3.1.59	K17840
1.13.11.59	K17842
1.5.99.13	K17851
1.13.11.62	K17862
1.13.11.60	K17863
5.4.4.5	K17863
5.4.4.6	K17864
4.2.1.55	K17865
3.1.1.97	K17868
1.6.3.4	K17869
1.6.3.3	K17870
1.6.5.12	K17872
1.14.14.115	K17873
4.2.1.121	K17874
1.14.14.152	K17875
1.14.15.11	K17876
2.7.1.119	K17880
2.7.7.46	K17881
1.8.1.15	K17883
2.7.8.39	K17884
1.8.7.2	K17892
1.10.3.11	K17893
5.4.3.5	K17898
2.7.1.190	K17910
5.2.1.14	K17911
1.13.11.68	K17912
1.13.11.69	K17913
1.13.11.70	K17913
2.3.1.227	K17939
1.14.13.182	K17940
4.1.1.99	K17942
5.1.3.25	K17947
5.1.3.24	K17948
4.99.1.8	K17949
4.4.1.25	K17950
1.14.19.53	K17951
1.14.14.58	K17961
1.14.14.59	K17961
2.3.1.254	K17972
4.2.3.144	K17982
1.11.2.3	K17991
1.12.1.3	K17992
1.12.1.5	K17993
1.12.98.4	K17995
1.12.1.4	K17997
2.3.1.230	K18001
2.3.1.262	K18003
1.17.7.2	K18010
1.4.1.11	K18012
2.3.1.247	K18013
4.3.1.14	K18014
1.2.99.8	K18020
1.13.11.9	K18028
1.17.2.1	K18029
1.13.11.61	K18031
1.13.11.65	K18048
1.13.11.73	K18049
1.13.12.5	K18053
1.14.11.24	K18054
1.14.11.25	K18054
1.14.11.30	K18055
1.14.11.35	K18056
1.14.11.36	K18057
1.14.11.39	K18058
1.14.11.42	K18066
1.3.1.64	K18067
1.14.12.7	K18068
1.14.13.242	K18071
1.14.12.15	K18074
1.3.1.53	K18076
1.14.13.170	K18091
1.14.13.171	K18091
2.3.1.228	K18096
2.3.1.229	K18096
1.1.1.156	K18097
4.2.1.146	K18102
4.1.2.54	K18103
6.5.1.5	K18105
1.1.1.372	K18107
4.2.3.111	K18108
4.2.3.90	K18109
4.2.3.96	K18110
4.2.3.89	K18111
4.2.1.138	K18111
4.2.3.137	K18112
4.2.3.131	K18113
2.5.1.28	K18114
4.2.1.137	K18115
4.2.3.51	K18116
4.2.3.88	K18117
2.8.3.18	K18118
4.1.3.16	K18123
1.1.1.360	K18124
1.1.1.359	K18125
2.7.1.178	K18126
4.1.2.51	K18127
1.2.1.89	K18128
3.5.1.116	K18151
3.2.2.5	K18153
4.2.2.23	K18195
4.2.2.24	K18198
4.2.1.103	K18199
4.3.2.5	K18200
2.7.1.81	K18201
4.2.3.134	K18202
2.1.1.233	K18203
1.1.99.39	K18204
3.2.1.185	K18205
3.2.1.187	K18206
2.4.1.312	K18207
1.6.3.5	K18208
1.3.4.1	K18209
1.14.13.231	K18221
1.14.13.227	K18223
1.14.13.92	K18229
5.3.1.29	K18237
3.3.2.13	K18239
4.1.3.45	K18240
1.14.13.172	K18242
1.14.19.5	K18247
1.13.11.64	K18250
4.1.1.69	K18256
1.3.1.49	K18257
1.5.1.25	K18258
1.2.1.78	K18275
1.14.13.148	K18277
2.5.1.107	K18279
2.1.1.293	K18280
3.2.2.30	K18284
2.5.1.120	K18285
3.5.4.40	K18286
4.1.2.56	K18287
4.2.1.56	K18290
2.3.1.17	K18309
6.3.1.17	K18310
6.3.2.41	K18310
6.3.2.42	K18311
5.3.99.7	K18312
2.8.3.20	K18313
4.1.3.46	K18314
1.14.20.3	K18315
6.3.3.6	K18316
2.3.1.226	K18317
4.2.1.68	K18334
3.7.1.26	K18336
1.1.1.378	K18337
1.1.1.377	K18337
1.1.1.173	K18337
3.1.1.65	K18338
1.2.1.58	K18355
1.17.5.1	K18361
3.1.2.25	K18361
4.2.1.132	K18364
4.1.3.43	K18365
1.8.1.18	K18367
1.14.13.226	K18371
3.1.1.114	K18372
4.1.2.61	K18383
4.2.1.77	K18384
4.1.3.41	K18425
4.1.1.94	K18426
4.1.1.83	K18427
3.2.1.184	K18429
2.5.1.101	K18430
2.7.7.82	K18431
3.6.1.61	K18445
3.6.1.25	K18446
3.6.1.21	K18447
3.6.1.18	K18453
3.5.1.115	K18455
3.5.4.32	K18456
3.5.1.101	K18457
3.5.1.114	K18458
3.5.3.17	K18459
2.1.1.322	K18477
2.7.1.184	K18478
5.3.1.31	K18479
3.5.1.100	K18540
3.5.1.86	K18541
3.4.24.66	K18542
3.4.24.67	K18543
3.4.21.80	K18544
3.4.21.81	K18545
3.4.21.82	K18548
3.4.21.63	K18549
3.1.3.99	K18550
1.3.1.6	K18556
3.4.11.26	K18573
3.4.14.12	K18574
3.3.2.2	K18575
3.2.1.151	K18576
3.2.1.152	K18577
3.2.1.155	K18578
3.2.1.164	K18579
3.2.1.171	K18580
3.2.1.180	K18581
3.4.19.14	K18592
6.2.1.56	K18593
1.1.3.12	K18607
2.6.1.30	K18608
1.1.1.107	K18609
3.1.1.27	K18610
1.1.99.42	K18611
1.2.1.100	K18612
4.1.1.51	K18613
3.5.1.29	K18614
3.2.1.82	K18650
3.2.1.150	K18651
1.1.1.361	K18652
2.6.1.104	K18653
3.1.3.92	K18654
6.2.1.76	K18660
2.7.1.85	K18673
2.7.1.157	K18674
2.4.1.280	K18675
2.7.1.8	K18676
2.7.1.44	K18677
2.7.1.182	K18678
4.2.1.152	K18684
5.4.4.7	K18684
4.2.3.145	K18685
4.2.3.146	K18686
6.2.1.41	K18687
6.2.1.42	K18688
2.7.1.185	K18689
2.7.1.186	K18690
3.1.4.2	K18695
3.1.2.29	K18700
2.8.4.2	K18701
2.8.3.19	K18702
2.8.3.13	K18703
2.7.8.14	K18704
2.7.8.47	K18704
2.7.8.32	K18706
3.1.3.108	K18764
3.2.1.64	K18775
2.4.2.48	K18779
2.4.1.279	K18783
2.4.1.282	K18784
2.4.1.319	K18785
2.4.1.320	K18785
2.4.1.321	K18786
2.5.1.79	K18787
2.4.1.303	K18788
2.4.2.41	K18789
3.6.4.7	K18798
1.14.13.240	K18800
2.1.1.112	K18801
2.1.1.85	K18803
2.1.1.59	K18804
2.7.1.163	K18817
2.4.1.269	K18818
2.4.1.123	K18819
2.4.1.161	K18820
2.3.1.200	K18821
2.4.1.272	K18822
2.4.1.273	K18823
2.1.1.60	K18826
2.1.1.294	K18827
2.7.1.181	K18827
2.1.1.179	K18845
2.1.1.180	K18846
2.2.1.8	K18847
2.1.1.278	K18848
2.1.1.286	K18849
1.14.11.47	K18850
2.3.1.122	K18851
2.3.1.36	K18852
1.5.99.15	K18853
2.3.1.306	K18854
1.1.1.374	K18855
6.3.2.35	K18856
2.3.1.195	K18858
2.1.1.175	K18883
2.1.1.261	K18884
2.1.1.275	K18885
2.1.1.276	K18886
2.1.1.156	K18896
2.1.1.157	K18897
5.1.3.30	K18910
5.1.3.31	K18910
2.1.1.44	K18911
1.14.99.50	K18912
4.4.1.36	K18913
1.18.1.6	K18914
1.16.1.10	K18915
1.20.1.1	K18916
1.20.4.3	K18917
2.4.2.57	K18931
4.1.1.29	K18966
1.2.1.90	K18978
1.3.1.105	K18980
1.1.1.203	K18981
5.4.1.4	K18982
5.5.1.27	K18983
2.4.1.337	K19002
2.4.1.336	K19003
5.4.99.47	K19010
5.4.99.48	K19011
4.2.2.5	K19049
4.2.2.7	K19050
4.2.2.8	K19051
4.2.2.19	K19053
1.4.1.18	K19064
1.14.13.23	K19065
1.3.8.10	K19066
1.3.8.11	K19067
1.1.1.367	K19068
1.1.99.18	K19069
1.2.7.10	K19070
1.3.1.75	K19073
2.5.1.38	K19104
5.1.1.14	K19105
3.1.4.44	K19179
1.1.1.339	K19180
1.1.1.292	K19181
1.3.1.100	K19182
1.5.1.44	K19183
2.3.1.205	K19184
1.5.99.14	K19185
3.7.1.19	K19188
1.14.13.10	K19189
1.1.1.328	K19190
1.5.3.19	K19191
1.14.11.63	K19219
3.4.22.47	K19237
1.1.1.388	K19243
3.1.3.22	K19270
3.1.3.50	K19270
2.8.3.26	K19280
1.5.1.39	K19286
2.4.1.33	K19290
3.4.24.39	K19305
2.1.1.309	K19306
2.1.1.313	K19307
2.1.1.312	K19308
1.14.99.54	K19356
2.7.7.88	K19376
2.1.1.375	K19376
2.7.1.86	K19386
2.7.14.1	K19405
6.3.2.60	K19412
2.7.1.64	K19517
4.1.1.100	K19546
5.3.3.19	K19547
1.1.1.385	K19548
2.6.1.105	K19563
2.4.1.331	K19566
2.1.1.305	K19567
2.1.1.306	K19568
2.1.1.307	K19569
2.3.1.108	K19573
2.1.1.299	K19579
2.3.1.233	K19580
1.1.1.427	K19590
1.1.1.257	K19629
1.2.1.62	K19630
1.1.1.365	K19634
1.1.1.366	K19635
1.1.1.317	K19639
1.1.1.291	K19647
1.1.1.301	K19648
1.1.1.327	K19649
1.1.1.331	K19650
1.1.1.334	K19651
1.1.1.344	K19652
1.1.1.347	K19653
1.1.1.358	K19654
2.7.7.67	K19664
2.7.8.38	K19665
3.11.1.3	K19669
3.11.1.2	K19670
2.4.2.44	K19696
1.2.1.73	K19699
1.2.1.83	K19700
3.4.11.24	K19702
1.14.18.6	K19703
1.14.18.7	K19706
1.1.1.387	K19711
1.8.2.2	K19713
1.1.3.48	K19714
2.6.1.109	K19715
3.5.3.25	K19723
5.1.1.19	K19724
2.6.99.3	K19725
6.3.3.5	K19727
1.5.1.49	K19742
1.5.1.1	K19743
1.4.1.25	K19744
1.4.99.6	K19746
2.1.1.22	K19787
2.6.1.108	K19793
3.5.2.1	K19794
3.5.1.95	K19795
2.1.2.8	K19796
2.7.4.12	K19797
5.1.1.20	K19802
2.7.4.29	K19803
1.5.1.48	K19809
5.4.3.9	K19814
1.5.3.22	K19817
1.5.99.4	K19818
1.7.3.1	K19823
1.3.1.102	K19825
1.5.3.5	K19826
4.2.3.36	K19834
5.5.1.15	K19835
3.5.1.131	K19837
5.3.2.4	K19853
2.6.1.89	K19854
2.3.1.196	K19861
2.3.1.232	K19861
3.1.1.98	K19882
1.4.3.23	K19884
1.21.98.2	K19885
1.13.12.17	K19886
4.3.3.5	K19888
2.1.1.164	K19889
1.5.3.6	K19890
1.14.13.225	K19947
3.4.24.12	K19957
3.4.24.74	K19959
1.1.1.245	K19960
1.1.1.258	K19961
1.2.1.63	K19962
3.5.1.117	K19963
3.13.1.4	K19966
4.1.2.42	K19967
4.2.3.106	K19968
4.2.3.152	K19969
5.1.3.35	K19974
2.7.1.187	K19978
2.7.1.188	K19979
5.1.3.26	K19997
1.11.1.25	K20011
4.4.1.28	K20021
4.2.1.158	K20022
4.2.1.156	K20023
5.1.3.34	K20024
4.2.1.157	K20025
6.2.1.44	K20034
1.3.99.41	K20035
4.2.1.155	K20036
4.3.99.4	K20038
4.1.1.102	K20039
2.1.1.139	K20082
2.6.1.122	K20084
1.14.13.217	K20089
1.14.13.224	K20090
3.4.24.89	K20109
3.4.19.15	K20110
3.4.21.120	K20111
2.7.1.204	K20112
2.7.4.27	K20115
2.7.11.32	K20115
3.4.21.12	K20136
3.4.21.74	K20137
3.4.24.76	K20138
3.4.24.73	K20139
6.4.1.7	K20140
1.1.1.386	K20142
1.3.1.95	K20143
1.3.1.122	K20144
1.3.1.107	K20145
1.5.1.42	K20146
1.14.14.10	K20147
1.13.11.50	K20148
1.14.11.28	K20149
1.16.9.1	K20150
1.1.1.355	K20152
1.1.3.38	K20153
1.1.99.29	K20154
1.5.3.21	K20155
1.3.8.16	K20156
1.14.11.40	K20157
1.4.2.3	K20158
1.4.2.2	K20169
1.2.1.96	K20199
3.9.1.2	K20201
1.8.1.19	K20202
1.10.3.15	K20204
1.10.3.4	K20204
1.11.1.13	K20205
1.11.1.18	K20206
1.11.1.22	K20207
1.11.2.5	K20208
1.13.11.47	K20209
2.1.1.98	K20215
2.1.1.317	K20238
2.3.1.248	K20239
2.3.1.249	K20240
1.21.3.10	K20246
3.1.2.32	K20257
3.3.2.15	K20261
1.10.3.16	K20262
2.1.1.349	K20331
4.1.1.38	K20370
6.2.1.35	K20415
1.14.19.42	K20416
1.14.19.43	K20417
1.14.11.45	K20418
6.3.1.18	K20419
1.14.15.31	K20420
2.1.1.303	K20421
2.3.1.237	K20422
6.2.1.43	K20423
2.7.7.91	K20427
5.1.3.33	K20431
2.7.1.214	K20433
2.5.1.135	K20436
3.1.3.101	K20437
2.4.1.338	K20438
1.17.1.5	K20445
1.3.7.1	K20449
5.4.99.4	K20450
5.3.3.6	K20451
4.2.1.85	K20452
4.1.3.32	K20454
4.2.1.117	K20455
6.2.1.37	K20458
1.14.14.130	K20496
1.14.15.14	K20497
3.13.1.5	K20499
4.3.1.28	K20500
1.21.3.7	K20501
1.21.3.8	K20502
2.3.1.206	K20503
4.2.3.148	K20504
4.2.3.149	K20504
4.2.3.150	K20505
4.2.3.151	K20505
4.2.99.22	K20506
4.2.99.23	K20507
4.4.1.26	K20508
7.2.4.1	K20509
2.1.3.10	K20510
1.14.13.146	K20512
1.14.14.175	K20513
4.2.3.45	K20514
4.2.3.147	K20515
